Duty Period #,Flights
10780,"['CC2097', 'CC1463', 'CC2500', 'CC1582', 'CC2875']"
10781,"['CC1152', 'CC2002', 'CC1125']"
10782,"['CC3840', 'CC1940', 'CC1301', 'CC2204', 'CC1125']"
10783,"['CC1674', 'CC3778', 'CC2724', 'CC3473', 'CC1125']"
10784,"['CC3621', 'CC3293', 'CC4974', 'CC2146', 'CC1490']"
10785,"['CC1069', 'CC2124', 'CC1301', 'CC1975']"
10786,"['CC3677', 'CC2032', 'CC1247', 'CC2443', 'CC1125']"
10787,"['CC1210', 'CC2175', 'CC1435', 'CC2302', 'CC1814']"
10788,"['CC4920', 'CC2654', 'CC3597']"
10789,"['CC1152', 'CC2579', 'CC3434', 'CC1527']"
10790,"['CC1210', 'CC2032', 'CC1394', 'CC2875']"
10791,"['CC1011', 'CC2443', 'CC1490']"
10792,"['CC2175', 'CC1247', 'CC2697', 'CC3644']"
10793,"['CC4920', 'CC1940', 'CC1601', 'CC2146', 'CC1490']"
10794,"['CC2745', 'CC3778', 'CC2443', 'CC1347', 'CC2875']"
10795,"['CC3840', 'CC2724', 'CC3644', 'CC2594']"
10796,"['CC1638', 'CC2773', 'CC3540']"
10797,"['CC3621', 'CC2032', 'CC1701']"
10798,"['CC1435', 'CC2697', 'CC3568']"
10799,"['CC1918', 'CC1435', 'CC2654', 'CC3473', 'CC1527']"
10800,"['CC1210', 'CC1918', 'CC1463', 'CC2500', 'CC1582']"
10801,"['CC3897', 'CC1918', 'CC1198', 'CC2146', 'CC1814']"
10802,"['CC1918', 'CC1435', 'CC2875']"
10803,"['CC1031', 'CC3056']"
10804,"['CC2097', 'CC1463', 'CC2500', 'CC1527']"
10805,"['CC3897', 'CC2398', 'CC1198', 'CC2246', 'CC1874']"
10806,"['CC1284', 'CC2124', 'CC1762', 'CC3718']"
10807,"['CC3621', 'CC2361', 'CC1799', 'CC4781', 'CC2594']"
10808,"['CC1152', 'CC2361', 'CC1701']"
10809,"['CC4920', 'CC1940', 'CC1031']"
10810,"['CC3897', 'CC2124', 'CC1301', 'CC2146', 'CC1527']"
10811,"['CC4829', 'CC2654', 'CC3473', 'CC1490']"
10812,"['CC3897', 'CC1918', 'CC1247', 'CC2443', 'CC1125']"
10813,"['CC3897', 'CC1918', 'CC1463', 'CC2246']"
10814,"['CC1638', 'CC2032', 'CC1347', 'CC2875']"
10815,"['CC2097', 'CC1284', 'CC2302']"
10816,"['CC1110', 'CC2538', 'CC1011', 'CC2066', 'CC1527']"
10817,"['CC2654', 'CC3404', 'CC1701']"
10818,"['CC1210', 'CC2538', 'CC1198', 'CC2204', 'CC1125']"
10819,"['CC1210', 'CC2302', 'CC1874']"
10820,"['CC2745', 'CC3741', 'CC2302', 'CC1347', 'CC2875']"
10821,"['CC1210', 'CC2443', 'CC1814']"
10822,"['CC2332', 'CC1582', 'CC2875']"
10823,"['CC3621', 'CC2277', 'CC1247', 'CC2443', 'CC1347']"
10824,"['CC1110', 'CC2124', 'CC1601', 'CC2953']"
10825,"['CC2097', 'CC1284', 'CC2849', 'CC3960']"
10826,"['CC2361', 'CC1551', 'CC2204', 'CC1814']"
10827,"['CC2745', 'CC3509', 'CC1762', 'CC3718']"
10828,"['CC3840', 'CC2486']"
10829,"['CC1152', 'CC2486', 'CC1301', 'CC2204', 'CC1874']"
10830,"['CC1210', 'CC2175', 'CC1373', 'CC2992', 'CC4242']"
10831,"['CC3621', 'CC2486', 'CC1582', 'CC2627']"
10832,"['CC3621', 'CC2538', 'CC1011', 'CC2146']"
10833,"['CC1069', 'CC2486', 'CC1601', 'CC2594']"
10834,"['CC4439', 'CC4200', 'CC5095', 'CC4519']"
10835,"['CC2032', 'CC1601', 'CC3191']"
10836,"['CC1638', 'CC2032', 'CC1031']"
10837,"['CC1918', 'CC1011', 'CC2806', 'CC3718']"
10838,"['CC1210', 'CC2486', 'CC1347']"
10839,"['CC2277', 'CC1301', 'CC3056']"
10840,"['CC2097', 'CC1069', 'CC2302', 'CC1601']"
10841,"['CC1152', 'CC2032', 'CC1011', 'CC2204', 'CC1527']"
10842,"['CC3621', 'CC2361', 'CC1799', 'CC4731', 'CC1814']"
10843,"['CC2097', 'CC1284', 'CC2654', 'CC3644', 'CC2875']"
10844,"['CC1110', 'CC2538', 'CC1011', 'CC2246', 'CC1874']"
10845,"['CC3621', 'CC2032', 'CC1198', 'CC2146', 'CC1527']"
10846,"['CC2745', 'CC3778', 'CC2002', 'CC1582', 'CC2627']"
10847,"['CC1110', 'CC2277', 'CC1011']"
10848,"['CC1210', 'CC2332', 'CC1347']"
10849,"['CC2097', 'CC1284', 'CC2246', 'CC1701']"
10850,"['CC3677', 'CC2032', 'CC1011', 'CC2066', 'CC1347']"
10851,"['CC4078', 'CC4404', 'CC4047', 'CC4282']"
10852,"['CC1674', 'CC3778', 'CC2302', 'CC1031', 'CC3056']"
10853,"['CC4920', 'CC2002', 'CC1301', 'CC2204', 'CC1490']"
10854,"['CC1638', 'CC2277', 'CC1247', 'CC3191']"
10855,"['CC2097', 'CC1284', 'CC2302', 'CC1601', 'CC1975']"
10856,"['CC3840', 'CC1940', 'CC1601', 'CC2146', 'CC1527']"
10857,"['CC2410', 'CC1284', 'CC2002', 'CC1394', 'CC2953']"
10858,"['CC3741', 'CC2002', 'CC1394', 'CC2204', 'CC1814']"
10859,"['CC1152', 'CC2361', 'CC1031', 'CC2146', 'CC1490']"
10860,"['CC2745', 'CC3778', 'CC3087']"
10861,"['CC1152', 'CC2538', 'CC1011', 'CC2697']"
10862,"['CC2410', 'CC1011', 'CC2443', 'CC1125']"
10863,"['CC4920', 'CC2579', 'CC3568']"
10864,"['CC2175', 'CC1373', 'CC2849', 'CC3809']"
10865,"['CC2398', 'CC1551', 'CC2246', 'CC1490']"
10866,"['CC2500', 'CC1847']"
10867,"['CC1110', 'CC2277', 'CC1198', 'CC2806', 'CC3718']"
10868,"['CC3677', 'CC2277', 'CC1011', 'CC2697', 'CC3540']"
10869,"['CC1110', 'CC2332', 'CC1874']"
10870,"['CC1284', 'CC2486', 'CC1394', 'CC2146', 'CC1814']"
10871,"['CC3621', 'CC1918', 'CC1011', 'CC2697', 'CC3597']"
10872,"['CC1373', 'CC2002', 'CC1394', 'CC2146']"
10873,"['CC3897', 'CC2032', 'CC1247', 'CC2875']"
10874,"['CC1674', 'CC3741', 'CC2579', 'CC3597', 'CC3191']"
10875,"['CC2097', 'CC1069', 'CC2002', 'CC1394', 'CC2594']"
10876,"['CC3741', 'CC2724', 'CC3434', 'CC1125']"
10877,"['CC3621', 'CC2032', 'CC1394', 'CC2875']"
10878,"['CC3919', 'CC4457', 'CC4163']"
10879,"['CC1284', 'CC2486', 'CC1394', 'CC2146']"
10880,"['CC2277', 'CC1247', 'CC2443', 'CC1874']"
10881,"['CC3677', 'CC2724', 'CC3473', 'CC1762', 'CC3540']"
10882,"['CC1210', 'CC2361', 'CC1247', 'CC2697', 'CC3718']"
10883,"['CC1110', 'CC2032', 'CC1551', 'CC2773']"
10884,"['CC3621', 'CC2486', 'CC1394', 'CC2146', 'CC1490']"
10885,"['CC1373', 'CC2579', 'CC3473', 'CC1762']"
10886,"['CC1210', 'CC2361', 'CC1198', 'CC2773', 'CC3568']"
10887,"['CC1210', 'CC2032', 'CC1247', 'CC3056']"
10888,"['CC3897', 'CC2538', 'CC1247', 'CC2066', 'CC1874']"
10889,"['CC3897', 'CC2361', 'CC1011', 'CC2146', 'CC1814']"
10890,"['CC1373', 'CC3149', 'CC4679']"
10891,"['CC2175', 'CC1463', 'CC3087']"
10892,"['CC3741', 'CC2724', 'CC3404']"
10893,"['CC1210', 'CC2032', 'CC1394', 'CC3191']"
10894,"['CC2032', 'CC1011', 'CC2697', 'CC3597']"
10895,"['CC1152', 'CC2538', 'CC1031', 'CC2146', 'CC1490']"
10896,"['CC2745', 'CC3778', 'CC2002', 'CC1301', 'CC2875']"
10897,"['CC1210', 'CC2538', 'CC1247', 'CC2204', 'CC1490']"
10898,"['CC3677', 'CC1940', 'CC1394', 'CC2204', 'CC1814']"
10899,"['CC1210', 'CC2175', 'CC1373', 'CC2246', 'CC1125']"
10900,"['CC3897', 'CC2002', 'CC1582', 'CC3056']"
10901,"['CC1110', 'CC2398', 'CC1031', 'CC2875']"
10902,"['CC3677', 'CC2654', 'CC3568']"
10903,"['CC3677', 'CC3087', 'CC4571']"
10904,"['CC4920', 'CC1940', 'CC1601', 'CC2146', 'CC1125']"
10905,"['CC1733', 'CC3509', 'CC1601', 'CC2146']"
10906,"['CC1110', 'CC2398', 'CC1011', 'CC2443']"
10907,"['CC2538', 'CC1198', 'CC2146']"
10908,"['CC3677', 'CC1940', 'CC1762', 'CC3718']"
10909,"['CC1210', 'CC1918', 'CC1011', 'CC2204', 'CC1874']"
10910,"['CC1210', 'CC2277', 'CC1601', 'CC2953']"
10911,"['CC4106', 'CC4404', 'CC4009']"
10912,"['CC2410', 'CC1435', 'CC2302', 'CC1031']"
10913,"['CC3897', 'CC1918', 'CC1601', 'CC2146', 'CC1814']"
10914,"['CC1373', 'CC2066', 'CC1874']"
10915,"['CC2097', 'CC1069', 'CC2486', 'CC1031', 'CC2594']"
10916,"['CC4829', 'CC2654']"
10917,"['CC2538', 'CC1247', 'CC2204', 'CC1874']"
10918,"['CC1674', 'CC3778', 'CC2302', 'CC1601', 'CC2953']"
10919,"['CC1110', 'CC2277', 'CC1198', 'CC2246', 'CC1347']"
10920,"['CC4920', 'CC2302', 'CC1701']"
10921,"['CC1284', 'CC2579', 'CC3597', 'CC2875']"
10922,"['CC2097', 'CC1069', 'CC1940', 'CC1301', 'CC2594']"
10923,"['CC1152', 'CC2579', 'CC3473', 'CC1490']"
10924,"['CC3897', 'CC2032', 'CC1011', 'CC2697', 'CC3718']"
10925,"['CC1110', 'CC2398', 'CC1301', 'CC2204', 'CC1490']"
10926,"['CC1210', 'CC2654', 'CC3434', 'CC1125']"
10927,"['CC3621', 'CC2361', 'CC1198', 'CC2066']"
10928,"['CC4829', 'CC3087', 'CC4519']"
10929,"['CC4829', 'CC1940', 'CC1031', 'CC1975']"
10930,"['CC4694', 'CC1198', 'CC2697', 'CC3597', 'CC2594']"
10931,"['CC1110', 'CC2398', 'CC1247']"
10932,"['CC1284', 'CC2124', 'CC1301', 'CC3191']"
10933,"['CC1638', 'CC2277', 'CC1247', 'CC2204', 'CC1874']"
10934,"['CC3677', 'CC2032', 'CC1011', 'CC2594']"
10935,"['CC3677', 'CC2894', 'CC4047', 'CC4314']"
10936,"['CC1110', 'CC2332', 'CC1762', 'CC3540']"
10937,"['CC3621', 'CC2398', 'CC1011', 'CC2697', 'CC3718']"
10938,"['CC3919', 'CC4558']"
10939,"['CC1110', 'CC2032', 'CC1301', 'CC2806', 'CC3540']"
10940,"['CC3897', 'CC1940', 'CC1394', 'CC2204', 'CC1814']"
10941,"['CC3919', 'CC4483']"
10942,"['CC3621', 'CC2538', 'CC1394', 'CC2953']"
10943,"['CC1210', 'CC2066', 'CC1347', 'CC2875']"
10944,"['CC1152', 'CC2124', 'CC1301', 'CC2627']"
10945,"['CC4920', 'CC2246']"
10946,"['CC1435', 'CC2302']"
10947,"['CC3897', 'CC1918', 'CC1198', 'CC2697', 'CC3597']"
10948,"['CC2579', 'CC3404', 'CC1347', 'CC2594']"
10949,"['CC1210', 'CC2398', 'CC1198', 'CC2806', 'CC3568']"
10950,"['CC1210', 'CC2538', 'CC1551', 'CC3149']"
10951,"['CC1210', 'CC2002', 'CC1301', 'CC2204', 'CC1814']"
10952,"['CC1284', 'CC2002', 'CC1301', 'CC2146', 'CC1125']"
10953,"['CC1110', 'CC2538', 'CC1011', 'CC2697']"
10954,"['CC3840', 'CC2002', 'CC1394', 'CC2146', 'CC1527']"
10955,"['CC1674', 'CC3741', 'CC2124', 'CC1031', 'CC2594']"
10956,"['CC1638', 'CC2849', 'CC4009']"
10957,"['CC2398', 'CC1198', 'CC2443', 'CC1527']"
10958,"['CC3897', 'CC2538', 'CC1394', 'CC2204', 'CC1125']"
10959,"['CC2175', 'CC1373', 'CC2124', 'CC1125']"
10960,"['CC1110', 'CC2361', 'CC1247', 'CC2875']"
10961,"['CC1069', 'CC2002', 'CC1301', 'CC3056']"
10962,"['CC2175', 'CC1301', 'CC2953']"
10963,"['CC3677', 'CC1940', 'CC1031']"
10964,"['CC4829', 'CC2654', 'CC3473', 'CC1347', 'CC2594']"
10965,"['CC1152', 'CC2538', 'CC1551', 'CC2697', 'CC3540']"
10966,"['CC3677', 'CC2277', 'CC1301', 'CC2146', 'CC1125']"
10967,"['CC4126', 'CC4344', 'CC2594']"
10968,"['CC1110', 'CC2032', 'CC1247', 'CC2066', 'CC1701']"
10969,"['CC2361', 'CC1551', 'CC3056']"
10970,"['CC3897', 'CC2724', 'CC3644', 'CC2875']"
10971,"['CC2032', 'CC1551', 'CC2443', 'CC1701']"
10972,"['CC1638', 'CC2032', 'CC1198', 'CC2246', 'CC1347']"
10973,"['CC1210', 'CC2486', 'CC1394', 'CC2204', 'CC1814']"
10974,"['CC2410', 'CC1435', 'CC2302', 'CC1031', 'CC2627']"
10975,"['CC3840', 'CC2302', 'CC1582']"
10976,"['CC3621', 'CC2146', 'CC1490']"
10977,"['CC2410', 'CC1284', 'CC2697']"
10978,"['CC1152', 'CC2361', 'CC1301', 'CC2204']"
10979,"['CC1110', 'CC2032', 'CC1247', 'CC2066']"
10980,"['CC1152', 'CC2332', 'CC1031', 'CC1975']"
10981,"['CC1110', 'CC2538', 'CC1247', 'CC2246', 'CC1347']"
10982,"['CC2410', 'CC1373', 'CC2654', 'CC3434', 'CC1347']"
10983,"['CC1110', 'CC2277', 'CC1011', 'CC2146', 'CC1527']"
10984,"['CC1638', 'CC2032', 'CC1551', 'CC2066', 'CC1814']"
10985,"['CC3621', 'CC1918', 'CC1011', 'CC2594']"
10986,"['CC2175', 'CC1463', 'CC2500', 'CC1582', 'CC2594']"
10987,"['CC1210', 'CC2175', 'CC1551', 'CC2246']"
10988,"['CC2097', 'CC1069', 'CC2066', 'CC1490']"
10989,"['CC1918', 'CC1463', 'CC2443', 'CC1874']"
10990,"['CC3897', 'CC1918', 'CC1247', 'CC2204', 'CC1490']"
10991,"['CC4694', 'CC1125']"
10992,"['CC1110', 'CC2277', 'CC1125']"
10993,"['CC3621', 'CC2894', 'CC3960', 'CC4282']"
10994,"['CC1110', 'CC2361', 'CC1551', 'CC2066', 'CC1490']"
10995,"['CC1152', 'CC2302', 'CC1601']"
10996,"['CC3897', 'CC1918', 'CC1551', 'CC2066', 'CC1701']"
10997,"['CC2097', 'CC1284', 'CC2724', 'CC3597', 'CC2875']"
10998,"['CC3621', 'CC2398', 'CC1394', 'CC2875']"
10999,"['CC1210', 'CC2398', 'CC1198', 'CC2443', 'CC1527']"
11000,"['CC4829', 'CC2724', 'CC3404', 'CC1701']"
11001,"['CC1674', 'CC3778', 'CC2579', 'CC3404']"
11002,"['CC2538', 'CC1011', 'CC2806', 'CC3718']"
11003,"['CC3778', 'CC3087', 'CC4519']"
11004,"['CC2066', 'CC1347', 'CC2594']"
11005,"['CC1110', 'CC2538', 'CC1198', 'CC2443', 'CC1874']"
11006,"['CC1110', 'CC2277', 'CC1799', 'CC4731', 'CC1490']"
11007,"['CC1373', 'CC2849']"
11008,"['CC1918', 'CC1435', 'CC2066', 'CC1701']"
11009,"['CC1674', 'CC3778', 'CC2849', 'CC3960']"
11010,"['CC2097', 'CC1373', 'CC2302', 'CC1874']"
11011,"['CC3677', 'CC2277', 'CC1011', 'CC2246', 'CC1527']"
11012,"['CC1210', 'CC2724', 'CC3644']"
11013,"['CC2410', 'CC1198', 'CC2066', 'CC1701']"
11014,"['CC3621', 'CC2538', 'CC1394', 'CC2204', 'CC1490']"
11015,"['CC1110', 'CC2277', 'CC1198', 'CC2204', 'CC1125']"
11016,"['CC3621', 'CC2032', 'CC1011', 'CC2773']"
11017,"['CC1373', 'CC2697', 'CC3644']"
11018,"['CC3621', 'CC2124', 'CC1601', 'CC2146', 'CC1490']"
11019,"['CC2277', 'CC1031', 'CC2146', 'CC1125']"
11020,"['CC3677', 'CC2697', 'CC3597', 'CC2594']"
11021,"['CC3741', 'CC2124', 'CC1394', 'CC2204', 'CC1527']"
11022,"['CC3621', 'CC2124', 'CC1301', 'CC2953']"
11023,"['CC1210', 'CC2175', 'CC1301', 'CC1975']"
11024,"['CC2410', 'CC1284', 'CC2500', 'CC1347', 'CC2875']"
11025,"['CC2410', 'CC1463', 'CC2246', 'CC1490']"
11026,"['CC3741', 'CC2500', 'CC1125']"
11027,"['CC3897', 'CC2627']"
11028,"['CC1210', 'CC2175', 'CC1301', 'CC2146', 'CC1490']"
11029,"['CC3778', 'CC2002', 'CC1601', 'CC2146', 'CC1814']"
11030,"['CC2277', 'CC1551', 'CC2443', 'CC1874']"
11031,"['CC1210', 'CC2032', 'CC1011', 'CC3056']"
11032,"['CC1210', 'CC2124', 'CC1601', 'CC2146', 'CC1814']"
11033,"['CC1918', 'CC1463', 'CC2773', 'CC3568']"
11034,"['CC3621', 'CC2398', 'CC1301', 'CC2204', 'CC1527']"
11035,"['CC1210', 'CC2500', 'CC1701']"
11036,"['CC2032', 'CC1247', 'CC2443', 'CC1527']"
11037,"['CC1638', 'CC2032', 'CC1551', 'CC2204', 'CC1874']"
11038,"['CC2745', 'CC3741', 'CC2124', 'CC1601']"
11039,"['CC1638', 'CC2032', 'CC1551', 'CC2146', 'CC1814']"
11040,"['CC1152', 'CC2398', 'CC1198', 'CC2146', 'CC1814']"
11041,"['CC3621', 'CC2398', 'CC1799']"
11042,"['CC3677', 'CC2302', 'CC1125']"
11043,"['CC1674', 'CC3778', 'CC2697', 'CC3597', 'CC3191']"
11044,"['CC1210', 'CC2925', 'CC3977', 'CC4344', 'CC2594']"
11045,"['CC1918', 'CC1463', 'CC2302', 'CC1031', 'CC3056']"
11046,"['CC1152', 'CC2724', 'CC3473', 'CC1762', 'CC3718']"
11047,"['CC2410', 'CC1011', 'CC2246', 'CC1347']"
11048,"['CC2097', 'CC1284', 'CC3087', 'CC4519']"
11049,"['CC3840', 'CC2002', 'CC1031', 'CC2146', 'CC1125']"
11050,"['CC1110', 'CC1940', 'CC1301', 'CC2146', 'CC1527']"
11051,"['CC2745', 'CC3741', 'CC3313']"
11052,"['CC1284', 'CC2002', 'CC1601', 'CC3191']"
11053,"['CC2398', 'CC1011', 'CC2146', 'CC1125']"
11054,"['CC3778', 'CC2579', 'CC3473', 'CC1762']"
11055,"['CC2175', 'CC1011', 'CC2066', 'CC1490']"
11056,"['CC1435', 'CC2697', 'CC3597', 'CC2594']"
11057,"['CC3897', 'CC2277', 'CC1011', 'CC2773', 'CC3568']"
11058,"['CC2410', 'CC1284', 'CC2579', 'CC3404', 'CC1347']"
11059,"['CC1110', 'CC2277', 'CC1011', 'CC2443', 'CC1490']"
11060,"['CC4829', 'CC2849', 'CC3960', 'CC4314']"
11061,"['CC1247', 'CC2066', 'CC1347']"
11062,"['CC4694', 'CC1011', 'CC2697', 'CC3644', 'CC2875']"
11063,"['CC4694', 'CC1198', 'CC2697', 'CC3597', 'CC3191']"
11064,"['CC2097', 'CC1069', 'CC3087', 'CC4571']"
11065,"['CC3169', 'CC4769', 'CC1031', 'CC2146', 'CC1814']"
11066,"['CC1152', 'CC2538', 'CC1247', 'CC2443', 'CC1490']"
11067,"['CC1638', 'CC2486', 'CC1394', 'CC2627']"
11068,"['CC1110', 'CC2032', 'CC1011', 'CC2806', 'CC3718']"
11069,"['CC1210', 'CC2032', 'CC1011', 'CC2773', 'CC3568']"
11070,"['CC4694', 'CC1198', 'CC2246', 'CC1347', 'CC2594']"
11071,"['CC3621', 'CC1918', 'CC1031', 'CC2146', 'CC1125']"
11072,"['CC3621', 'CC2124', 'CC1814']"
11073,"['CC2277', 'CC1247', 'CC2443', 'CC1347']"
11074,"['CC3897', 'CC2361', 'CC1198', 'CC2875']"
11075,"['CC1110', 'CC2538', 'CC1011', 'CC2594']"
11076,"['CC1210', 'CC2032', 'CC1394', 'CC2146']"
11077,"['CC1210', 'CC2175', 'CC1463', 'CC2066', 'CC1490']"
11078,"['CC4829', 'CC2332', 'CC1301', 'CC2204', 'CC1125']"
11079,"['CC1373', 'CC3191']"
11080,"['CC4829', 'CC1940', 'CC1031', 'CC2146', 'CC1490']"
11081,"['CC2398', 'CC1551', 'CC2697', 'CC3644', 'CC2875']"
11082,"['CC3897', 'CC2002']"
11083,"['CC2398', 'CC1551', 'CC2204', 'CC1814']"
11084,"['CC1373', 'CC2302', 'CC1701']"
11085,"['CC3621', 'CC2398', 'CC1551', 'CC2066', 'CC1347']"
11086,"['CC1210', 'CC2398', 'CC1394', 'CC2146']"
11087,"['CC1210', 'CC2361', 'CC1198', 'CC2697', 'CC3718']"
11088,"['CC1210', 'CC2332', 'CC1701']"
11089,"['CC3621', 'CC1918', 'CC1247', 'CC2773', 'CC3568']"
11090,"['CC1284', 'CC2654', 'CC3404', 'CC1701']"
11091,"['CC3621', 'CC1918', 'CC1198', 'CC2246', 'CC1814']"
11092,"['CC1638', 'CC2124', 'CC1394', 'CC2204', 'CC1125']"
11093,"['CC4920', 'CC2302', 'CC1601', 'CC2146', 'CC1527']"
11094,"['CC2410', 'CC1463', 'CC2302', 'CC1701']"
11095,"['CC2277', 'CC1247', 'CC2697', 'CC3644', 'CC2875']"
11096,"['CC1918', 'CC1551', 'CC2066', 'CC1347', 'CC2594']"
11097,"['CC2332', 'CC1601', 'CC2953']"
11098,"['CC3677', 'CC1940', 'CC1601', 'CC2146', 'CC1125']"
11099,"['CC3677', 'CC2277', 'CC1198', 'CC2627']"
11100,"['CC3897', 'CC2124', 'CC1582', 'CC3056']"
11101,"['CC2097', 'CC1031', 'CC2875']"
11102,"['CC2175', 'CC1373', 'CC2124', 'CC1031', 'CC2594']"
11103,"['CC1918', 'CC1527']"
11104,"['CC1373', 'CC2654', 'CC3434']"
11105,"['CC1284', 'CC2002', 'CC1347']"
11106,"['CC1210', 'CC2724', 'CC3568']"
11107,"['CC1152', 'CC2654', 'CC3404', 'CC1125']"
11108,"['CC3897', 'CC2277', 'CC1198', 'CC2246', 'CC1874']"
11109,"['CC1638', 'CC2124', 'CC1762', 'CC3540']"
11110,"['CC3677', 'CC2032', 'CC1551', 'CC2627']"
11111,"['CC1069', 'CC2002', 'CC1601', 'CC2146', 'CC1814']"
11112,"['CC1210', 'CC2002', 'CC1490']"
11113,"['CC3897', 'CC2124', 'CC1394', 'CC2204']"
11114,"['CC3897', 'CC2032', 'CC1394']"
11115,"['CC3621', 'CC2032', 'CC1551', 'CC3149']"
11116,"['CC2410', 'CC1373', 'CC2002', 'CC1394', 'CC2146']"
11117,"['CC4920', 'CC2773', 'CC3540']"
11118,"['CC3897', 'CC2277', 'CC1011', 'CC2443']"
11119,"['CC1069', 'CC2332', 'CC1762']"
11120,"['CC1284', 'CC2849', 'CC3960', 'CC4519']"
11121,"['CC2410', 'CC1284', 'CC2697', 'CC3597']"
11122,"['CC1110', 'CC2538', 'CC1394', 'CC2875']"
11123,"['CC2538', 'CC1762']"
11124,"['CC4694', 'CC1551', 'CC2246', 'CC1490']"
11125,"['CC1638', 'CC2277', 'CC1011', 'CC2443', 'CC1814']"
11126,"['CC3621', 'CC2277', 'CC1198', 'CC2204', 'CC1490']"
11127,"['CC4829', 'CC2486', 'CC1601', 'CC2594']"
11128,"['CC1210', 'CC2654', 'CC3434', 'CC1527']"
11129,"['CC1152', 'CC2002', 'CC1582', 'CC2875']"
11130,"['CC3621', 'CC2332', 'CC1031', 'CC2875']"
11131,"['CC1210', 'CC2175', 'CC1247', 'CC2204', 'CC1490']"
11132,"['CC3840', 'CC2066', 'CC1347']"
11133,"['CC1152', 'CC2124', 'CC1031', 'CC2953']"
11134,"['CC1152', 'CC2538', 'CC1247', 'CC2443', 'CC1814']"
11135,"['CC1435', 'CC2302', 'CC1031', 'CC2146', 'CC1490']"
11136,"['CC1638', 'CC2032', 'CC1198', 'CC2066', 'CC1814']"
11137,"['CC1210', 'CC1918', 'CC1463', 'CC2500', 'CC1847']"
11138,"['CC1284', 'CC2124', 'CC1301', 'CC2204', 'CC1814']"
11139,"['CC3621', 'CC2032', 'CC1247', 'CC2773', 'CC3568']"
11140,"['CC2097', 'CC1551', 'CC2246', 'CC1701']"
11141,"['CC3741', 'CC2204', 'CC1814']"
11142,"['CC3840', 'CC2002', 'CC1301', 'CC2594']"
11143,"['CC3677', 'CC2032', 'CC1031', 'CC2875']"
11144,"['CC2097', 'CC1069', 'CC2332', 'CC1125']"
11145,"['CC1152', 'CC2398', 'CC1198', 'CC2066', 'CC1874']"
11146,"['CC1031', 'CC2146', 'CC1527']"
11147,"['CC3897', 'CC2032', 'CC1247', 'CC2204', 'CC1125']"
11148,"['CC1373', 'CC2124', 'CC1301', 'CC2594']"
11149,"['CC1638', 'CC2002', 'CC1301', 'CC2146']"
11150,"['CC2097', 'CC1373', 'CC2124']"
11151,"['CC4694', 'CC1247', 'CC2443', 'CC1125']"
11152,"['CC3621', 'CC2124', 'CC1394', 'CC2146', 'CC1125']"
11153,"['CC1210', 'CC1940', 'CC1301', 'CC2204', 'CC1125']"
11154,"['CC1210', 'CC2875']"
11155,"['CC3897', 'CC2277', 'CC1011', 'CC2697', 'CC3597']"
11156,"['CC3621', 'CC2302', 'CC1582', 'CC3056']"
11157,"['CC2097', 'CC1069', 'CC1940', 'CC1762', 'CC3540']"
11158,"['CC4439', 'CC3977', 'CC4344', 'CC2627']"
11159,"['CC2175', 'CC1601', 'CC1975']"
11160,"['CC3677', 'CC2486', 'CC1394']"
11161,"['CC1210', 'CC2302', 'CC1031', 'CC2146']"
11162,"['CC1110', 'CC2538', 'CC1125']"
11163,"['CC1674', 'CC3778', 'CC2124', 'CC1490']"
11164,"['CC1210', 'CC2175', 'CC1814']"
11165,"['CC1638', 'CC2277', 'CC1011', 'CC2443', 'CC1490']"
11166,"['CC1674', 'CC3509', 'CC1601', 'CC2146', 'CC1490']"
11167,"['CC2538', 'CC1601', 'CC3191']"
11168,"['CC1110', 'CC2486', 'CC1601', 'CC3191']"
11169,"['CC3169', 'CC4731', 'CC1490']"
11170,"['CC3343', 'CC5181', 'CC2204', 'CC1490']"
11171,"['CC1210', 'CC2398', 'CC1301', 'CC2204', 'CC1874']"
11172,"['CC3169', 'CC4769', 'CC1601', 'CC3056']"
11173,"['CC1152', 'CC2486', 'CC1601', 'CC2146']"
11174,"['CC1152', 'CC2398', 'CC1247', 'CC2443', 'CC1527']"
11175,"['CC3897', 'CC2538', 'CC1799', 'CC4679']"
11176,"['CC2410', 'CC1347', 'CC2594']"
11177,"['CC1152', 'CC2332', 'CC1301', 'CC2627']"
11178,"['CC1110', 'CC2654', 'CC3434', 'CC1701']"
11179,"['CC1152', 'CC2361', 'CC1247', 'CC2246', 'CC1527']"
11180,"['CC1674', 'CC3509', 'CC1601', 'CC2594']"
11181,"['CC1435', 'CC2654', 'CC3434', 'CC1347']"
11182,"['CC1638', 'CC2277', 'CC1247', 'CC2246', 'CC1874']"
11183,"['CC1210', 'CC2361', 'CC1394', 'CC2204', 'CC1490']"
11184,"['CC3677', 'CC2032', 'CC1394', 'CC1975']"
11185,"['CC1674', 'CC3778', 'CC2302', 'CC1601']"
11186,"['CC3677', 'CC2277', 'CC1198', 'CC2443', 'CC1490']"
11187,"['CC3778', 'CC2724', 'CC3434', 'CC1347']"
11188,"['CC3621', 'CC2398', 'CC1301', 'CC2627']"
11189,"['CC3840', 'CC2066', 'CC1347', 'CC2594']"
11190,"['CC1110', 'CC2361', 'CC1394', 'CC2627']"
11191,"['CC1638', 'CC2277', 'CC1247', 'CC2146', 'CC1527']"
